__label__worry,so bored i have a headache 
__label__neutral,Huge headache goodnight  
__label__sadness,feels like crap whenever she lays down
__label__sadness,I miss you It's lonely and empty without you  http  //yfrog com/3o3zxoj
__label__sadness,NOICE  I realised that after exams I have 2 more weeks Forgot about the whole 2 weeks of Unit 4 in term 2 thing
__label__neutral,I just watched like 5 straight episodes of escaped on ID Discovery channel.A guy imprisoned 6 women killed 2 and cooked them
__label__sadness,Missing Everyone
__label__empty,Should have gone to bed ages ago damn you tedtalks  Gotta get up early too
__label__neutral,its only 0 2  Just give me my 3 points 
__label__hate, make the most of pork products while you can they've fucking stopped importing it here in dubai  bad times
__label__worry,another build failed  something is not right in the big scheme of things 
__label__worry,My wife took my last 20 no McDonalds breakfast for me today
__label__love,I wish I was going to we love sounds
__label__sadness,My sisser is moving tomorrow and of makes me sad actually I guess technically in a couple of hours since it's already Friday 
__label__worry,I keep on falling asleep when I am  suppose to be awake  I miss my babyy  
__label__neutral,why not?
__label__worry,On my way to nottingham  I so don't want to be going
__label__surprise,No churchill downs for me tomorrow
__label__neutral,to Chicago  but why isn't my ride calling me back?
__label__neutral,goodnight  Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical  Bla
__label__worry,I need to wake up earlier so I am  actually tired enough to fall asleep
__label__surprise,the police ended the party 5 Just when i was starting  
__label__neutral,I've got to catch the bus to work
__label__sadness,wired that is so sad
__label__surprise,Oh my God. You've never seen 'the Ring' its a creppy ass movie
__label__surprise, got an iphone  im jealous  
__label__love,funny u haven't showed me any love yet at all
__label__neutral,absolutely nothing
__label__love,AnnetteStatus I love yours  admitting with a kiss but then they change their minds haha
__label__neutral, If it makes you feel better I lost 10 overnight cause I posted a picture of a baby
__label__sadness,is still sick sigh
__label__worry, Oh poor beths friend i'm not naughty i'm just inperfect 
__label__surprise,Josh just called me a big bucket of ugly wish me luck for my audition tweets 
__label__sadness,i feel really weird
__label__surprise,future_perfect I am  trying to self learn photoshop but it's not going so well 
__label__worry,BrianLimond Ever seen the tv show Dead Like Me? I died and became a grim reaper  Taking people's souls after accidents
__label__neutral,scumm_boy I am  sorry I am  thinking about you and hope the week gets better 
__label__worry,Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til Anticipationsf    missed it
__label__sadness,my throat hurts gonna go read and go to bed  text mee 
__label__worry,I am dying to hangout on a Friday afternoon 
__label__worry,Eh it's cold
__label__neutral,im jealous
__label__sadness,i'm really frustrated
__label__neutral, you should've YouTubed it
__label__sadness,Wondering how come mcdonalds take so long to deliver my food 
__label__surprise,the weather has been super weird here.It looked like it was gonna rain today but of course it didn't darnitt
__label__sadness,much more injustice than we can imagine now  It will get worse before it gets better I am afraid  No doubt here  Sorry
__label__neutral,Will miss everyone please kick
__label__worry,class color day tomorrow  last time  I have a lot to remember for tomorrow but I bet I'll forget
__label__worry,BUT THEY ARE EXPENSIVE 
__label__hate,what the fuck facebook just cleared out my whole survey and i was on the last this night gets better and better what else is next?
__label__neutral,says good (or should i say bad?) afternoon
__label__neutral,says I've got number 10 getting low
__label__worry,take my advice looking through the phone cost me my relationship
__label__fun,was playing street fighter IV and Seth Raped me
__label__hate,Its weird being at the guy's house without them here  I don't like it
__label__surprise,FUCK wasting deodorant  i aint goin no where  i aint havin company let me funk it to you 
__label__neutral,summer_eyes I wish I knew  The curse of Tumblr 
__label__sadness,what a beautiful day. shame I've got to spend it in an office
__label__neutral,Business exam tomorrow
__label__worry,what the fuck oh i know how budgeting is 
__label__sadness,Just finished watching the series return of the Chasers War on Everything really quite crap compared to how it used to be
__label__sadness,Wow just realized haven't checked Twitter since 9am when I saw my to-do list  Good news- got lot done  Bad news-don't know where day went
__label__sadness,miss my bestfriend now she left school
__label__surprise,Oh my earphones just shocked me
__label__empty, I am  trying to sleep  It's not working
__label__sadness,Tummy hurts
__label__neutral,back from grimsby it sucks being back but was amazing weekend anyway  
__label__sadness,farewelling an employee tonight 
__label__neutral,haha its under 18 so I have got no one to go with curse none of my friends liking TAI laughing out loud
__label__worry,Gorgeous weather but no bike
__label__sadness,Morning all  The water heating's packed up so i can't have a bath  I REALLY want a bath 
__label__sadness,Girls are confusing 
__label__sadness, Why would you do that to me? 
__label__love,see u shouldn't be coming four the city you should be coming for me
__label__sadness,Blackout in the city is never good
__label__neutral, maybe i traumatized her 
__label__happiness,Flights already booked plus its GGD2 1st birthday  Can't miss that  especially as we missed GGD1
__label__hate,Where I live all the small markets deliver their day-old bread to the food bank but times are really tough even for me
__label__worry,I have drunk hickups  I had a pretty laid back great night  But I still can't help but be mad about the situation I put myself in
__label__worry,why do i think i have to take medicine cuz i was laughing to hard?  my head should not be in this much pain  i thought laughter was gud
__label__neutral,Ugh  Too much happened today  I really need a hug
__label__enthusiasm,boring  i wanna go for taekwando
__label__enthusiasm,Watching Leno for the second to last time on the Tonight Show
__label__neutral,your picture is gone
__label__worry,My tongue still hurts  I need to sleep 
__label__neutral,how do you twitter?
__label__sadness,Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon
__label__love,I can't wait till it's Sunday a new episode of Supernatural but then there are only 6 episodes left now
__label__neutral,ok laughing out loud hopefully by than i'm still here and not back over in the states
__label__sadness,Sad tweets are sad
__label__worry,needs a little lie down  not feeling great today  boo
__label__neutral,not at my workplace but a short-sleeved shirt is absolutely necessary today 
__label__sadness,Have decided I just can't stand GuyKawasaki's Alltop spam any longer
__label__worry,Playn madden with austin  I am  going to miss him  
__label__sadness,i miss rich
__label__sadness,Headache of the century coming- I can feel it Fuck 
__label__sadness,disappointed to know that I got the Silver Award  I want the GOLD award  I hate being second best 
__label__worry,PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS 5/6 A.M here
__label__worry,I want to go back to bed but have a child to look after  I may sleep all of sunday my enevitable hangover may require it 
__label__worry,I just got mad tired so no sex sleepytime night 
__label__boredom,THIS TWITTER SHIT BORES ME NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH
__label__neutral,does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney
__label__sadness,home from ice cream tweet-up (my very first tweet-up ) No pics because my camera battery died last night and i forgot to charge it
__label__neutral,ok that's subtly saying i'm no longer a fave temme 1 thing - did the firangs steal your vocab? ur eating words and how 
__label__worry,bye Scotty  i'm gonna miss you
__label__worry,New Comment On Jowki I wish I had the time to blog more often
__label__worry,we can get a temporary tattoo  I would be totally sad if he died 
__label__worry,professor12 gray  i so feel neglected
__label__worry,Desert_Star95 oh so you know how I feel then Damn representative for bank of america tried to make it sound like I did it
__label__worry,is tired and cold and runny
__label__sadness,wanna travel all the way there for lunch now  But yeah i have been there  Nice place  Missing Shan-e-Punjab though 
__label__hate,Doing a mass cleanout of my room before rearranging it  Just sent mother out to buy me a bin and a bookshelf since mine sucks  Bad mood
__label__sadness,got lucky that game he beat me 209-205
__label__hate,feeling really sick watching the fifth element and about to smoke a ciggerate i hate colds 
__label__surprise,Bah I don't think bing's FB fan page will get to 7500
__label__worry,someone save me i dont want to pack anymore
__label__sadness,home from school had the shitest day today
__label__love,The sweety sat on the table this morning Just woke up  Very sweet  Oh by the way  I think i'll be home around 7 p.m
__label__worry,bruise on knee will make it hard to skate tomorrow 
__label__sadness, laughing out loud  When I went to buy my new laptop in Feb.  I already knew laughing out loud but I looked anyway and walked away sadfaced
__label__neutral,for your information no internets until THURSTAG after saturday i have a feeling i will become 800x more productive during those days 
__label__sadness,Sitting by myself  Everyone took the good seats 
__label__worry,NO FREE WIFI ? My vacay is ruined  
__label__sadness,Ah Well at least I am  up to 
__label__love, Maatt Havent spoken to you in ages dudeee Dont forget bout ur Aussie fan lool  Love you
__label__sadness,oh wait wrong state
__label__surprise,It's fucking cold here north now  It was like 77 DF yesterday where I was here it's 374
__label__happiness,Are u missing your friends ? Hear to Manasellaam From Kulir100 Degree movie  Its amazing Nanbargale - Miss you guys  
__label__worry,Trying to sleep without any pills  Not working  3am and wide awake  But now it's too late to take them because I'll sleep till 3 p.m
__label__worry,Phone will die soon  What to do now? Oh no 
__label__sadness,Sorry was that mean
__label__worry,Forgot my power cable at home today
__label__surprise,Dogs eyes seem bad  Just forked out on new washing machine so why not a vets bill to top it off eh? 
__label__worry,I can't sleep  I can't find my grandmother's quilt or locket  I am  sick at myself cause I may have lost them somehow  Or they were stolen
__label__worry,I thought I was going to see a picture of your clean car
__label__worry,i want to  but im not over 18 and t  c says over 18's only wanna make an exception for me
__label__worry,No but it does amazing things with keeping all your online conversations in one place  unfortunately that place is Google
__label__sadness,sorry is only in spanish for the moment
__label__worry,yeah but thats specially far away 
__label__fun,must clear out my DVR  getting rid of it tomorrow
__label__hate,Bummed that fuck  broke up
__label__neutral,I signed up for an account on a political website so I could post a comment but it isn't working 
__label__neutral,How Come I Can Never Sleep Past? Not Good
__label__worry,My public talk in July got canceled and I don't know why 
__label__neutral,I would but its like 1800 or 1000+ miles gas prices are crazy i'm doing alpine next summer most definitely
__label__worry,Feeling so rough today just want a cuddle and some sleep
__label__happiness,oh no the economy gotcha? sorry but so happy that you got another one in LA  Enjoy laughing out loud
__label__worry,Where'd the songs go on the site I want Do You on this computer too
__label__neutral,has an exam at 10 am - I slept about 3 hours last night
__label__sadness,not well
__label__sadness,Miss_Rain oh what the hell way to tell me 
__label__neutral,Wish I lived in or atleast relatively close to Ohio Haven't seen SmallTown_Troy or Derk_McLoven in almost a year 
__label__sadness, oh crap  
__label__happiness,so carlie came over and she fell asleep on me
__label__neutral,within a short time of the last clue all of them
__label__neutral,my phone still doesnt tweet
__label__neutral,Good idea Brain you can't not be on Twitter 
__label__sadness,i didnt get the message but i bought princess
__label__love,Trying to learn how to do this twitter thing. I'll get there. Welcome to all my followers though I am  not that interesting
__label__neutral, just checked library website and girl with dragon tattoo is checked out
__label__surprise, laughing out loud they are but i figure i've kept it for a year+ without needing virus software or to get it fixed; sigh
__label__worry,first puppy gone to new home 
__label__sadness,I am  so unhappy being here. I hate it. It's affecting everything  My relationships with people my personality my attitude 
__label__sadness,There's Nothing To Do Right Now And I am  Tired. But I Don't Want To Sleep  Cleaned Up Pretty Good So Proud  At Least I'd Be A Good Janitor
__label__worry,feeling extremally ill
__label__sadness,Madush oh my  now I am offended. 
__label__relief,Off work trying to relax for about 30 minutes before I've gotta go back to sleep
__label__hate, yes it was good to see them laught at each other but that poor lad asking his mum and dad to kill him
__label__neutral,I am  at work
__label__worry,my name is Tony not hey poor tony
__label__neutral,Where'd the songs go on the site I want? Do You on this computer too
__label__worry,back time  I wish I was a teenager again  I wish I could feel healthy again  I can't remember what it's like to feel healthy anymore 
__label__sadness,The third version of Up sold out  regular version it is 
__label__worry,I don't have your anymore I think  
__label__sadness, my love  We still haven't done lunch together like we said we would I miss you my friend
__label__happiness,To all my friends  I am deeply sorry i'm moving i will miss you all so very very much 
__label__surprise,Where is my bestie when i need him
__label__neutral,oh ok why haven't you accepted my friends request
__label__worry,Damn I have something to say and no one is listening
__label__neutral,just got home after killing a possum
__label__worry, oh my God! we put you 5 please not the end of the year
__label__worry,I miss the old healthy me and I am loosing faith that I ever will be again
__label__fun, hell yeah  i missed you last night laughing out loud do you like my opinion?
__label__worry,gonna get off to try and catch some sleep no more high school after tomorrow  which really sucks i wish i didn't
__label__neutral,  that's all
__label__worry, I am having a god awful drawing night tonight  even less progress has been made than I expected 
__label__neutral,yahoo maps  lots more to desire  yahoo
__label__worry,I miss my daily quotes  Why don't i get them anymore? am I kicked from your mailing list?
__label__sadness,now aches chills have joined the party  Why couldn't the cold just go away? It had to get worse?
__label__worry,I won't be here.I will be in georgia and then I am  off to LA 
__label__worry,sensonize oh sorry that's someone else's picture my bad
__label__worry,Missed my train by 5 seconds yesterday night. Now sitting on the blisters  If you know what I mean
__label__worry,Why am I still upppp? laughing out loud  Work in less than 5 hours 
__label__sadness,bed  with stomach ache
__label__worry, Is that why you are not answer my call? Thought we were homies ?
__label__worry,good night fucking night wanted sum pinga but could not get any
__label__empty,no my school will start on June  two days to go  i still don't want to
__label__neutral,facebook quizzes are one cure of boredom haha my teeth and mouth hurts
__label__sadness,lappy charger is completely dead  conserving what's left of the battery until i can afford to buy a new one
__label__sadness,finally accepting the fact that all cute guys are taken
__label__surprise,Summer Glau to appear in Dollhouse next year.  I still can't believe they won't renew TSCC
__label__worry,Finally watched the rest of The Guild Season 2  I always feel so sorry and hopeful at the same time for your char feliciaday
__label__neutral,I've got one too though I think mine was attributed to the seizure inducing color light show in the movie The Soloist 
__label__hate,Can't access your site 
__label__love,I can't.my heart aches for her children I wanna adopt alexis
__label__love,lunch was going home to rest not well today
__label__neutral,goodnight everyone 
__label__empty,those workmen extending R block can't start this early surely its 7:45am and already they're making a racket and woken me up 
__label__sadness,too bad got me sick I think I don't even have meds to feel like you 
__label__neutral,nothing there
__label__empty,Steinmoney You'll be missed Bring me back a key chain 
__label__enthusiasm,Only one more day of Jay Leno que sad 
__label__worry,Just spoke to Keith Urban's record company we can't get him on the show till we're back from holidays sorry Jack we're trying mate 
__label__worry,Summer Glau to appear in Dollhouse next year. I still can't believe they won't renew TSCC
__label__sadness,Honza takes his flight back to the Czech Republic in the morning I am  really going to miss him 
__label__boredom,Not actually managed to purchase anything from the ovi store yet  Constant server error on check out
__label__worry, now theres a thought do you still get goldfish at the fair? not seen them for years
__label__worry, That's the sad thing about it 
__label__happiness,ah that's better snow patrol  now to be stuck indoors still weekend coming up and fresh air excellent hope its sunny 
__label__enthusiasm,Good morning my sexy twitter how's yall doing? I am  good but it's like 7:49 a.m and I still wanna sleep
__label__worry,Oops Corey saw my last tweet  I guess I'M not getting laid tomorrow 
__label__surprise, cause they changed man  
__label__worry,feels disappointed
__label__worry,I dont get twitter Someone help me 
__label__happiness,up early again loads to do but the suns out hurrah 
__label__hate,Its so Fucking hot  Damn no air conditioning 
__label__hate, I never liked that boy Jerms 
__label__neutral,really realy want a netbook Techno-lust sucks
__label__happiness, Babes it was so much fun Thank you so much for making that happen  Had fun with the ladies too  Time went to fast 
__label__sadness,Matty is le tired 
__label__worry,watching two of my patients die tonight has put me in a funk  one was young 
__label__neutral,mine pools just in someone elses pocket
__label__worry,The Aila Cyclone left my house in Calcutta with a broken sunshade balcony and a huge branch of tree thru our bathroom window 
__label__worry, guys why did paranoid drop out of the countdown? thats so not fair I've voted heaps for it 
__label__sadness, not really having a good night  missing my little girl 
__label__empty,my knee is killing me I'm off to bed  
__label__neutral, I know He didn't ask me
__label__sadness,night Tweeple  Tomorrow will be day 25 at work 
__label__neutral,isn't following you yet
__label__sadness,Ah man up and getting ready for work I wanna sleep 
__label__sadness, I was just thinking the same thing  I love our morning chats. We totally need to live together full time  laughing out loud
__label__sadness,Wish I was at Sri Panwa now
__label__fun,i wish i was at angelcore's burning trees and trying on dresses 
__label__fun,I just spent 2 hours playing TF2 and I don't think I am  any better at it than when I started 
__label__worry,what's up? I'm sad you didnt text today 
__label__boredom,Tweeting from the tarmac at Cork Airport  Delayed
__label__neutral,I hate TweetDeck when it reaches access limits
__label__hate,this sucks i'm tweetless and I hate money why does it have to be an issue
__label__worry,have to wear my glasses today because my right eye is swollen and i don't know why
__label__neutral,you might want to get some rest i promise you wont retain the knowledge sleepy
__label__worry,I heard your moving to Sydney next year I'm not happy
__label__hate,damn it keeps raining on me
__label__empty,wants to go home 
__label__sadness,wants to listen to music soul child but it is not on the iPod
__label__worry,still has half a math worksheet science web pages and worksheet and english to go feels a sniffle and dry eyes coming along too 
__label__sadness,i miss seeing fireflies 
__label__worry,Never has a chance of sleeping before midnight my mind is so tired  
__label__relief,It was just all right
__label__worry,happy to be home then my mind wanders and I can't sleep
__label__love,i wanna be love drunk
__label__worry,weebo is dying
__label__worry,4 cases of swine flu 
__label__worry, Hopfully a quiet one home No cash to do anything Then you coming to the pub to watch the Pups?
__label__worry,Got a flat on the way in today. Pot hole  Another thing to tick off the crap things that can happen in a week list
__label__sadness,Brookeleeadams hang in there health should be priority  1 right now  i do hate seeing good people get mistreated so I'm genuinely sorry
__label__worry, people are pathetic how do u know some one is trying?
__label__happiness, had a little family party tonight  hope it rocked
__label__worry,Complicated with a dream
__label__relief,ah so excited for july 21 ecxept stupid australia won't get it till like december but still ah  congratss 
__label__sadness,Had a awesome time to  go to meet brandon rhyder  Unfortunatly i can't sleep and tomorrow  back to the ole job  pattymlt got my game face on 
__label__sadness,I feel your pain 
__label__surprise,My Pandora is hitten hard why can't real radio play great music like this
__label__sadness,tomorrow  no I want to go back to Newcastle  
__label__relief, I had fun tonight  I'll leave you with this Brandi Carlile will be in Dallas today  We should just sneak into the show 
__label__sadness,about to watch notorious cause that's how i'm feeling now  wish i could eat something but i can't  surgery tomorrow  no food til saturday
__label__surprise,Where are all you Motivated Determined wannabe sexy successful young professionals?  I might really have to join a BNI if there is one 
__label__worry, almost didn't sleep ain't finished anything I am  close to cancel the Dokomi
__label__worry,Hospitals unnerve me waiting for the Doc flipping through magazines
__label__neutral,  has 2006 votes. We need more vote
__label__neutral,I want a Monte Cristo sandwich so bad 
__label__worry,Awake no migrane but tummy is hurting evil
__label__neutral,Just finished watching Marley and Me
__label__sadness, you guys gonna tour with Short Stack again? I missed your last tour Me friend went and said it was mad 
__label__surprise,i jealous i didnt get to see
__label__neutral,no fair
__label__worry,I'm not at litle oven tonight
__label__surprise,I'm bored  so bored  there's nothing to do except slouch at the computer all day long 
__label__worry,wow i'm really reallly ill
__label__neutral,Nina was on my lap but just decided to jump off
__label__sadness,I am  going to miss Miss Suhana
__label__empty,Unstable broadband and electricity taking toll on my mental stability 
__label__sadness,Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water  Just in time for Physio
__label__worry,mary hates me again i wanaa go to walmart it but no one wants to go
__label__worry,is feeling really sick
__label__surprise,just confirmed that this game indeed is already patched  laughing out loud guess you'll have to help me tomorrow
__label__love, wanna hug?
__label__neutral,Def wants to cuddle it out maybe play but has no one to do it with the bc is far away
__label__worry,My face and my arms  Tragic  Seriously 
__label__boredom,Feeling nauseous and can't sleep 
__label__love,just got Up and going to get ready to go to meadowhall can't believe my internet broke yesterday GUTTED
__label__worry,you didnt send me the text
__label__hate,i think they're like 15 bucks a ticket cause its 3D too  too expensive
__label__worry,Damn it I have run out of candy coated books 
__label__hate,Oh my God my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o'clock
__label__neutral,Gotta go back out there 
__label__neutral,I don't remember what i text to twitter to get a list of commands halp
__label__love,I am watching Blood  on veoh episode 19 love the music wishing i could watch the live action but not old enough
__label__fun,is it sunny today or not? taking too long to decide haha  i wanna get a tan
__label__surprise,Gonna go watch Shorty Street    then prison break marathon then bed maybe  Nobodies texting me 
__label__neutral, i miss that too
__label__worry,tummy hurts
__label__sadness,I should go get a life  Sam just texted me tonight?
__label__hate,Just watched The Goode Family premiere online  And I think this may be the last episode I watch  It's pretty amazingly mediocre pass 
__label__neutral,I can't watch anything till tonight
__label__sadness,sad that will have to leave my beautiful apartment
__label__surprise,gonna dream about my prince charming tonight and see if everything goes back to normal  I really hope so
__label__neutral,Nope re-reading it all over again  No offense meant
__label__surprise,wow i have no friends on twitter
__label__sadness, I've been trying not to think about that 
__label__neutral,Jay Leno has one more show left as the host of The Tonight Show
__label__worry,sitting in school sucks to be me 
__label__hate,and this stupid wireless won't work downstairs
__label__hate,Change my hairstylebut it isn't good as it supposed to be N don't wealth that much money hate that hairdresser
__label__neutral, sometimes going and doing other stuff cures that
__label__worry, I have creepy followers
__label__love,Mm I love curry  Don't have an Oregan though 
__label__worry, all night trying to get a sleep  no luck  and now have to work
__label__neutral,  i graduate today
__label__sadness,Waiting on the bus  I miss my car
__label__sadness,says I am  still dreaming about that Nikon D60
__label__neutral,what's with your hating on becky soo much? your bio says your nice  guess not
__label__worry,Muhammad_Adel they didn't reply yet wait till they confirm in case somebody might have translated it already  
__label__sadness,It is kind of lonely when nobody will answer their phone 
__label__sadness,Rest In Peace. Gone but never forgotten  what a week  Loud in da air for you
__label__worry,It was my baby bros last time singing in front of his school I'm so so proud of him  but when did i get old im only 22 
__label__relief, should updatd her twitter
__label__worry, this is what happens when i have no models
__label__worry,can't find Skins on the stacks milosundae
__label__empty,guess I have to get dressed and be pretty then
__label__empty, the lights killed the mood now you got to get out my bed
__label__hate,Have to go to work typical sunshine and deep sleep  stupid friday 
__label__neutral, its not just you - its properly dragged this week
__label__worry,I still miss him  And i dont think he's coming back
__label__neutral,looks can be deceiving
__label__sadness,is having the worst week things really do happen in threes
__label__empty,haven't worked there for a long time but kinda miss it  I miss anna seen her? i'll probably be in SLO most of the summer  you?
__label__worry,My tummy still hurts another cubs game tom goood night 
__label__sadness,I'm an idiot for missing their last show
__label__love,what is happening with my neck  this is definitely not stiff neck
__label__love,Looking at old pictures  I love it    miss the good old days
__label__neutral,Week-end is over and now it's time to get back to work
__label__worry,come back to Perth I missed the show here 
__label__surprise,Katarinea Oh wow ouch 
__label__neutral,Summer is about to end  For some it's just about to start  Hahah 
__label__worry,My baby was so drunk I brought her home for an hour to pass out then carried her to the car
__label__worry, You can vote every 20 minutes I am  on page 2
__label__worry,I can't find my ipod
__label__neutral,I'm so bored right now
__label__surprise, you were in riverside?
__label__neutral,CHARITY_GANT popularity contest and they think twitter will help and it's become trendy
__label__neutral,maddly bored
__label__worry,yeah yeah its the high five laughing out loud  grr dads being a pain he said if i don't find anyone to go with i cant go  
__label__neutral,My wife can't get on the guest list for tomorrow's show because it doesn't exist  LAME  I guess no wife at the show 
__label__fun,I just watched 7 pounds man
__label__sadness,you left me first and left your bed here for me to look at
__label__worry,finally off to bed almost everything is packed gotta be up in about 6 hours to get ready for a double shift of work
__label__worry,My throat hurts and I can't sleep 
__label__worry,i pulled a muscle in my neck this morning just feels like its getting more sore
__label__love,Just finished The Minish Cap  It's a great game  I'll miss Ezlo and Link 
__label__sadness,Bike trail - 1 Miss J - 0 two front teeth - 1 1/2 Hopefully  Vacations suck 
__label__neutral, DECEMBER  thats like a year away 
__label__worry, where did you go babe?
__label__sadness,Sadly I am prohibiting myself from tweeting tonight  Sorry
__label__hate, it is so unfair that all the good rock shows happen only in B'lore and Pune
__label__worry,its raining now my hair will get all gay
__label__worry, you're going back to east coast again?i haven't even seeen you 
__label__relief,missed all the awesome weather because she was in a movie 
__label__neutral,Ugh can't sleep on this bus  still have like 5 hours
__label__worry,Is feeling really bad about goofing on NinaParkerTMZ not knowing she really wasn't at the meeting  Dang I am  sorry  Me my big old mouth
__label__sadness, Oh man Did Yogg today  Worse than last week 
__label__neutral,Alcohol does not promote weight loss 
__label__boredom,Friday tubes at work are slow  
__label__hate,almost everyone can suck my clit right about now  i've had it up to here with people fucking me over  
__label__worry, I miss you guys too I probably won't be back till august sumtime  But if I come back anytime before then I'll for sure let you know
__label__worry,Been up since 5 a.m with my poorly sick baby girl
__label__neutral,is up too early
__label__fun,so much fun at the beach today  and delicious dinner at kimbononowowo's house i frigging love Mark and Josh I am  gonna miss them  
__label__neutral,3 a.m i still can't sleep
__label__relief,just got back from school  SHEMMS Summer class has been officially ended
__label__worry,worried about Mr  Socks tonight 
__label__hate,says BAD TRIP
__label__worry,I am  straining to hear but it's very hard from all the way over here 
__label__sadness, it is so unfair that all the good rock shows happen only in B'lore and Pune
__label__worry,The birds are out oh man  That's NOT cool I didn't sleep yet for the night 
__label__worry,Worried about the reply after sending THE SMS to 78277 
__label__surprise, why are you sad? 
__label__worry, where'd you go 
__label__neutral,Going to a wake of a dear friend Marlito Sy tonight in Novaliches
__label__worry,Oh good God crampsss 
__label__worry,Again working on the internet shop  don't think we will achieve the goal of uploading by the previously set time  Will keep going
__label__happiness,I miss the concert Tuesday already  I'd really like a time machine to go see it again  It was so fun 
__label__worry,Home early yeh  work to do over the weekend $%$  not happy  so much 4 a big1
__label__sadness,can't sleep again  I couldn't sleep last night eather
__label__love,cheri two macaroons go into a bar  one says oh you are a nut  wow I need to get out more 
__label__worry,Ok hubby really isn't going to be logging off anytime soon what to do what to do?
__label__happiness,hahaha yeah i see that  but he can't twitter me back
__label__sadness,have to stay away from home and since this part of india don't have good wireless internet i'm fucked
__label__relief,off to my Psychology class 
__label__sadness,Wookei why did you never accept my friend request
__label__worry,Can't get the sound to work while on DVD  I was going to watch Mary Poppins 
__label__sadness,As do I Leopold says hello 
__label__sadness,because my dad has the tv to loud  Then i get creeped out because i'm from a dodgy neighbourhood and there was someone in my bush 
__label__sadness,can't talk very well just remembering about something once said to me  not a good thing fucking bully nasty pieces of work
__label__worry,what am i gonna do when my iphone is full 
__label__sadness, you stop it
__label__happiness,Watching Jay Leno's second last Tonight show  I haven't gone a day without Leno in like four years 
__label__sadness,just got home downtown was dead plus i'm kinda under the weather and i gotta get up for work tomorrow
__label__worry,I honestly feel like I am  not healing or getting any better  This is not good
__label__relief,  Bob said you need to learn to wash dishes and do laundry because I won't always be here to do them for you  She was right
__label__neutral,i so don't want to go to work today to nice outside 
__label__hate,Oh my God.  mcdonalds combo and wendys sundae  puke material
__label__hate,I really need to sort out a bird table and some feeders - the robins and blue tits are being bullied
__label__love,Bob finished listening to Last Days of Krypton's audio book  Loved it so sad though 
__label__worry,Gotta a lot of work knocked out on the project but there's one feature that just refuses to work right  Can't release next version until
__label__worry,tired but i cant sleep
__label__sadness,Yesterday a friend of mine was thrown off his horse as a lorry drove past us ignoring us signaling for him to slow down
__label__worry,no sleeping for me im at work  it will be summer break soon  Tell them to get there butts out of bed laughing out loud
__label__sadness,Ready to go into work now  cannot be bothered 
__label__hate,But why do I have to spend it in the office
__label__sadness,I hate working nights because I am  not really able to enjoy this gorgeous weather as I will be asleep
__label__enthusiasm,i want candy 
__label__neutral,need a camera blower my camera censor is dirteeh  
__label__worry, insomniac over here as well
__label__sadness,i really should stop relying on my family when they say their going to get me lunch
__label__sadness,Changed my hairstyle but it isn't good as it supposed to be and don't wealth that much money hate that hairdresser
__label__worry,i lost my way
__label__worry,The computers and the Ethernet at school are so slow 
__label__surprise, I miss going to EK every summer. christmas vaca Take me there 
__label__sadness, I know right
__label__worry,i wish people would leave jon kate alone i really like that show
__label__sadness,roshnimo yup sad eh Betty man it should have been betty
__label__surprise,they shot him he was still alive too 
__label__worry,very very bad headache that is getting worse by the minute not better 
__label__neutral,U can't touch this
__label__hate,I need u to Hit me too ugghh I am  sick of this damn phone  Like seriously 
__label__worry,Here at work having lunch  A lot of work and not enough help
__label__neutral,  Money money money
__label__hate, That sucks to hear  I hate days like that
__label__sadness, Is this song from a new album? I am really missing out on UdD 
__label__sadness,is tired of summer already
__label__sadness,feels really sick 
__label__worry,Why am I having such a hard time falling asleep
__label__boredom,oh my god i realy can't sleep
__label__surprise,just took the Terminator trilogy but what I need is actually TV series and I still can't find anything tempting
__label__love,wishing i had marvelous misadventures of flap jack on DVD
__label__love, You were in Aberdeen? why do I miss all the best gigs? 
__label__neutral,walked home in the rain 
__label__neutral,mvermut translation = complicated shit that someone is going to have to teach me
__label__worry,someone has hacked into my emails fuck off  
__label__sadness, I wish  Don't have time though 
__label__enthusiasm,Dying to get my hands on the Diagnosis Murder DVD box set but those pesky kids at Amazon still won't deliver to Zimbabwe
__label__worry,Noones talking to me anymore
__label__neutral,bored nothing to do
__label__happiness,assembled I've been there before
__label__sadness,Mom asking if I am  feeling better after dargah visit  Dad swears he sees I've changed  I am amused But yeah still depressed
__label__hate,This train is so squeaky its givin me a sore head its bad enough i have to go to work 
__label__sadness,Their songs make me want to cry  
__label__sadness, dont cry ashley
__label__surprise,Oops they don't open until 9 a.m
__label__worry,Sigh it is a sad lonely profession 
__label__worry,looks like the eprocurement e-mail address from office mate is blacklisted by IT here asking them to whitelist now 
__label__hate, Downside though is that you're breaking the thread 
__label__sadness,My siblings left me alone Bored
__label__worry,Wow slept in with no dolidh here to wake me up
